mini_game,category,skill_id,skill_name,current_level,buy_to_level,max_level,cost_resource,cost_amount,value_after_purchase,delta,notes
Tower Defense,Other,goldMultiplier,Gold x,33,34,90,Sigils,2780000,4.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,34,35,90,Sigils,3240000,4.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,35,36,90,Sigils,3780000,4.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,36,37,90,Sigils,4410000,4.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,37,38,90,Sigils,5140000,4.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,38,39,90,Sigils,6000000,4.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,39,40,90,Sigils,7000000,5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,40,41,90,Sigils,7950000,5.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,41,42,90,Sigils,9030000,5.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,42,43,90,Sigils,10300000,5.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,43,44,90,Sigils,11600000,5.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,44,45,90,Sigils,13200000,5.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,45,46,90,Sigils,15000000,5.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,46,47,90,Sigils,17100000,5.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,47,48,90,Sigils,19400000,5.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,48,49,90,Sigils,22000000,5.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,49,50,90,Sigils,25000000,6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,50,51,90,Sigils,27700000,6.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,51,52,90,Sigils,30700000,6.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,52,53,90,Sigils,34000000,6.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,53,54,90,Sigils,37700000,6.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,54,55,90,Sigils,41800000,6.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,55,56,90,Sigils,46400000,6.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,56,57,90,Sigils,51400000,6.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,57,58,90,Sigils,57000000,6.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,58,59,90,Sigils,63200000,6.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,59,60,90,Sigils,70000000,7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,60,61,90,Sigils,75100000,7.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,61,62,90,Sigils,80500000,7.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,62,63,90,Sigils,86400000,7.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,63,64,90,Sigils,92600000,7.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,64,65,90,Sigils,99300000,7.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,65,66,90,Sigils,107000000,7.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,66,67,90,Sigils,114000000,7.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,67,68,90,Sigils,123000000,7.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,68,69,90,Sigils,131000000,7.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,69,70,90,Sigils,141000000,8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,70,71,90,Sigils,151000000,8.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,71,72,90,Sigils,162000000,8.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,72,73,90,Sigils,174000000,8.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,73,74,90,Sigils,186000000,8.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,74,75,90,Sigils,200000000,8.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,75,76,90,Sigils,212000000,8.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,76,77,90,Sigils,224000000,8.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,77,78,90,Sigils,237000000,8.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,78,79,90,Sigils,251000000,8.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,79,80,90,Sigils,266000000,9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,80,81,90,Sigils,281000000,9.1x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,81,82,90,Sigils,297000000,9.2x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,82,83,90,Sigils,315000000,9.3x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,83,84,90,Sigils,333000000,9.4x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,84,85,90,Sigils,353000000,9.5x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,85,86,90,Sigils,373000000,9.6x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,86,87,90,Sigils,395000000,9.7x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,87,88,90,Sigils,418000000,9.8x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,88,89,90,Sigils,442000000,9.9x,+10%,
Tower Defense,Other,goldMultiplier,Gold x,89,90,90,Sigils,468000000,10x,+10%,
Tower Defense,Other,baseSpeed,Speed x,0,1,10,Sigils,60,1.1x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,1,2,10,Sigils,5000,1.2x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,2,3,10,Sigils,140000,1.3x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,3,4,10,Sigils,1320000,1.4x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,4,5,10,Sigils,5000000,1.5x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,5,6,10,Sigils,15600000,1.6x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,6,7,10,Sigils,48000000,1.7x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,7,8,10,Sigils,144000000,1.8x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,8,9,10,Sigils,416000000,1.9x,+10% base speed,
Tower Defense,Other,baseSpeed,Speed x,9,10,10,Sigils,1320000000,2x,+10% base speed,
Mine,General,pickaxeForce,Force de pioche,0,1,30,Mana,70,2 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,1,2,30,Mana,90,3 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,2,3,30,Mana,115,4 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,3,4,30,Mana,147,5 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,4,5,30,Mana,188,6 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,5,6,30,Mana,241,7 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,6,7,30,Mana,308,8 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,7,8,30,Mana,394,9 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,8,9,30,Mana,504,10 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,9,10,30,Mana,646,11 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,10,11,30,Mana,826,12 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,11,12,30,Mana,1058,13 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,12,13,30,Mana,1354,14 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,13,14,30,Mana,1733,15 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,14,15,30,Mana,2218,16 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,15,16,30,Mana,2840,17 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,16,17,30,Mana,3635,18 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,17,18,30,Mana,4652,19 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,18,19,30,Mana,5955,20 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,19,20,30,Mana,7622,21 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,20,21,30,Mana,9757,22 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,21,22,30,Mana,12488,23 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,22,23,30,Mana,15985,24 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,23,24,30,Mana,20461,25 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,24,25,30,Mana,26190,26 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,25,26,30,Mana,33523,27 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,26,27,30,Mana,42910,28 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,27,28,30,Mana,54925,29 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,28,29,30,Mana,70304,30 dmg,+1 damage,
Mine,General,pickaxeForce,Force de pioche,29,30,30,Mana,89989,31 dmg,+1 damage,
Mine,General,splashDamage,Splash,0,1,12,Mana,180,1 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,1,2,12,Mana,256,1 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,2,3,12,Mana,363,2 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,3,4,12,Mana,515,2 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,4,5,12,Mana,732,2 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,5,6,12,Mana,1039,3 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,6,7,12,Mana,1476,3 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,7,8,12,Mana,2096,3 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,8,9,12,Mana,2976,4 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,9,10,12,Mana,4225,4 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,10,11,12,Mana,6000,4 adjacent,+1 every 3 levels,
Mine,General,splashDamage,Splash,11,12,12,Mana,8520,5 adjacent,+1 every 3 levels,
Mine,General,automation,Automatisation,0,1,20,Mana,280,3.5s,-0.16s,
Mine,General,automation,Automatisation,1,2,20,Mana,409,3.34s,-0.16s,
Mine,General,automation,Automatisation,2,3,20,Mana,597,3.18s,-0.16s,
Mine,General,automation,Automatisation,3,4,20,Mana,871,3.02s,-0.16s,
Mine,General,automation,Automatisation,4,5,20,Mana,1272,2.86s,-0.16s,
Mine,General,automation,Automatisation,5,6,20,Mana,1857,2.7s,-0.16s,
Mine,General,automation,Automatisation,6,7,20,Mana,2712,2.54s,-0.16s,
Mine,General,automation,Automatisation,7,8,20,Mana,3959,2.38s,-0.16s,
Mine,General,automation,Automatisation,8,9,20,Mana,5781,2.22s,-0.16s,
Mine,General,automation,Automatisation,9,10,20,Mana,8440,2.06s,-0.16s,
Mine,General,automation,Automatisation,10,11,20,Mana,12322,1.9s,-0.16s,
Mine,General,automation,Automatisation,11,12,20,Mana,17990,1.74s,-0.16s,
Mine,General,automation,Automatisation,12,13,20,Mana,26266,1.58s,-0.16s,
Mine,General,automation,Automatisation,13,14,20,Mana,38348,1.42s,-0.16s,
Mine,General,automation,Automatisation,14,15,20,Mana,55988,1.26s,-0.16s,
Mine,General,automation,Automatisation,15,16,20,Mana,81743,1.1s,-0.16s,
Mine,General,automation,Automatisation,16,17,20,Mana,119345,0.94s,-0.16s,
Mine,General,automation,Automatisation,17,18,20,Mana,174243,0.78s,-0.16s,
Mine,General,automation,Automatisation,18,19,20,Mana,254396,0.62s,-0.16s,
Mine,General,automation,Automatisation,19,20,20,Mana,371417,0.55s,-0.16s,
Blackjack,Main wager,wagerBase,Mise max,0,1,4,Mana + Chips,20 Mana + 3 Chips,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerBase,Mise max,1,2,4,Mana + Chips,31 Mana + 4 Chips,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerBase,Mise max,2,3,4,Mana + Chips,48 Mana + 5 Chips,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerBase,Mise max,3,4,4,Mana + Chips,74 Mana + 7 Chips,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerWin,Gain victoire,0,1,4,Mana + Chips,18 Mana + 5 Chips,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerWin,Gain victoire,1,2,4,Mana + Chips,26 Mana + 7 Chips,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerWin,Gain victoire,2,3,4,Mana + Chips,38 Mana + 10 Chips,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerWin,Gain victoire,3,4,4,Mana + Chips,55 Mana + 14 Chips,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerNatural,Blackjack naturel,0,1,4,Mana + Chips,30 Mana + 9 Chips,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerNatural,Blackjack naturel,1,2,4,Mana + Chips,45 Mana + 13 Chips,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerNatural,Blackjack naturel,2,3,4,Mana + Chips,68 Mana + 19 Chips,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerNatural,Blackjack naturel,3,4,4,Mana + Chips,101 Mana + 27 Chips,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerStreak,Serie gagnante,0,1,4,Mana + Chips,42 Mana + 12 Chips,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerStreak,Serie gagnante,1,2,4,Mana + Chips,64 Mana + 18 Chips,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerStreak,Serie gagnante,2,3,4,Mana + Chips,97 Mana + 26 Chips,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerStreak,Serie gagnante,3,4,4,Mana + Chips,147 Mana + 39 Chips,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerDebt,Dette reduite,0,1,3,Mana + Chips,56 Mana + 16 Chips,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerDebt,Dette reduite,1,2,3,Mana + Chips,88 Mana + 24 Chips,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Main wager,wagerDebt,Dette reduite,2,3,3,Mana + Chips,140 Mana + 36 Chips,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionStand,Rester lucide,0,1,4,Chips,60,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionStand,Rester lucide,1,2,4,Chips,80,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionStand,Rester lucide,2,3,4,Chips,108,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionStand,Rester lucide,3,4,4,Chips,144,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionDouble,Double amorti,0,1,4,Chips,90,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionDouble,Double amorti,1,2,4,Chips,122,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionDouble,Double amorti,2,3,4,Chips,166,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionDouble,Double amorti,3,4,4,Chips,226,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionSplit,Split moins cher,0,1,4,Chips,110,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionSplit,Split moins cher,1,2,4,Chips,152,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionSplit,Split moins cher,2,3,4,Chips,209,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionSplit,Split moins cher,3,4,4,Chips,289,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionFaceSplit,Figures jumelles,0,1,3,Chips,135,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionFaceSplit,Figures jumelles,1,2,3,Chips,192,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionFaceSplit,Figures jumelles,2,3,3,Chips,272,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionMastery,Maitrise de table,0,1,4,Chips,160,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionMastery,Maitrise de table,1,2,4,Chips,232,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionMastery,Maitrise de table,2,3,4,Chips,336,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Actions,actionMastery,Maitrise de table,3,4,4,Chips,488,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Auto,autoDeal,Auto relance,0,1,1,Mana + Chips,20 Mana + 3 Chips,internal level 2; displayed level 1,unlock,Blackjack stores internal level as displayed level + 1.
Blackjack,Auto,autoSpeed,Relance rapide,0,1,2,Mana + Chips,45 Mana + 12 Chips,internal level 2; displayed level 1,faster auto deal,Blackjack stores internal level as displayed level + 1.
Blackjack,Auto,autoSpeed,Relance rapide,1,2,2,Mana + Chips,72 Mana + 18 Chips,internal level 3; displayed level 2,faster auto deal,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairUnlock,Debloquer Pair,0,1,1,Chips,80,internal level 2; displayed level 1,unlock,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairPayout,Paiement Pair,0,1,4,Pair XP,12,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairPayout,Paiement Pair,1,2,4,Pair XP,16,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairPayout,Paiement Pair,2,3,4,Pair XP,20,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairPayout,Paiement Pair,3,4,4,Pair XP,26,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairXp,XP Pair,0,1,4,Pair XP,16,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairXp,XP Pair,1,2,4,Pair XP,21,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairXp,XP Pair,2,3,4,Pair XP,28,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairXp,XP Pair,3,4,4,Pair XP,37,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairRefund,Ratage amorti,0,1,3,Pair XP,22,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairRefund,Ratage amorti,1,2,3,Pair XP,30,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairRefund,Ratage amorti,2,3,3,Pair XP,40,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,Pair,pairAuto,Auto Pair,0,1,1,Pair XP,40,internal level 2; displayed level 1,unlock,Blackjack stores internal level as displayed level + 1.
Blackjack,21+3,twentyOneThreeUnlock,Debloquer 21+3,0,1,1,Chips,160,internal level 2; displayed level 1,unlock,Blackjack stores internal level as displayed level + 1.
Blackjack,21+3,twentyOneThreePayout,Paiement 21+3,0,1,4,21+3 XP,14,internal level 2; displayed level 1,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,21+3,twentyOneThreePayout,Paiement 21+3,1,2,4,21+3 XP,18,internal level 3; displayed level 2,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,21+3,twentyOneThreePayout,Paiement 21+3,2,3,4,21+3 XP,24,internal level 4; displayed level 3,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
Blackjack,21+3,twentyOneThreePayout,Paiement 21+3,3,4,4,21+3 XP,32,internal level 5; displayed level 4,see blackjackRules.ts effect label,Blackjack stores internal level as displayed level + 1.
